,"x	1",,,,,,,,,,,,,
pelakon,1,,,,,,,,,,,,,
pelea,1,,,,,,,,,,,,,
peliscon,2,,,,,,,,,,,,,
pelle,1,,,,,,,,,,,,,
pelotas,1,,,,,,,,,,,,,
pendantgameofthrones,2,,,,,,,,,,,,,
pennywiseTheWhitePrincess,1,,,,,,,,,,,,,
pens,1,,,,,,,,,,,,,
pensare,1,,,,,,,,,,,,,
people,6,,,,,,,,,,,,,
peopleGoTSRiverdaleNo,1,,,,,,,,,,,,,
peopleless,1,,,,,,,,,,,,,
peoples,1,,,,,,,,,,,,,
pepesilvia,2,,,,,,,,,,,,,
per,6,,,,,,,,,,,,,
perfect,25,,,,,,,,,,,,,
perfectVotre,1,,,,,,,,,,,,,
perfectly,1,,,,,,,,,,,,,
perfecto,1,,,,,,,,,,,,,
perfetta,1,,,,,,,,,,,,,
performance,3,,,,,,,,,,,,,
performed,4,,,,,,,,,,,,,
performs,1,,,,,,,,,,,,,
permission,1,,,,,,,,,,,,,
pero,61,,,,,,,,,,,,,
person,2,,,,,,,,,,,,,
personaggiOptiMagazineGameofThrones,1,,,,,,,,,,,,,
personaggiOptiMagazineGameofThronesSend,1,,,,,,,,,,,,,
personaggiOptiMagazineGameofThronesSigh,1,,,,,,,,,,,,,
personaggio,1,,,,,,,,,,,,,
personaje,6,,,,,,,,,,,,,
personajes,3,,,,,,,,,,,,,
personajesCeramic,1,,,,,,,,,,,,,
personajesGameOfThrones,1,,,,,,,,,,,,,
personajesregrann,1,,,,,,,,,,,,,
personal,2,,,,,,,,,,,,,
personnage,1,,,,,,,,,,,,,
personnages,1,,,,,,,,,,,,,
pessoal,1,,,,,,,,,,,,,
pet,30,,,,,,,,,,,,,
peterdinklageQuale,1,,,,,,,,,,,,,
peterkay,1,,,,,,,,,,,,,
petition,1,,,,,,,,,,,,,
petyrbaelish,4,,,,,,,,,,,,,
peupleParleCommeLeSy,4,,,,,,,,,,,,,
peupleParleCommeLeSyGame,2,,,,,,,,,,,,,
peupleParleCommeLeSyGameofThrones,1,,,,,,,,,,,,,
peupleParleCommeLeSyGoTSGame,1,,,,,,,,,,,,,
peupleParleCommeLeSyHouse,1,,,,,,,,,,,,,
peupleParleCommeLeSyNationalDoctorsDay,1,,,,,,,,,,,,,
peupleParleCommeLeSyPrepare,1,,,,,,,,,,,,,
peupleParleCommeLeSyStuntDoubles,1,,,,,,,,,,,,,
peupleParleCommeLeSyThe,1,,,,,,,,,,,,,
peupleParleCommeLeSyThey,1,,,,,,,,,,,,,
peupleParleCommeLeSystemeNew,1,,,,,,,,,,,,,
peupleParleCommeLeSystorylines,1,,,,,,,,,,,,,
pgina,1,,,,,,,,,,,,,
philandering,1,,,,,,,,,,,,,
phlcc,2,,,,,,,,,,,,,
phoGame,1,,,,,,,,,,,,,
photo,13,,,,,,,,,,,,,
photography,1,,,,,,,,,,,,,
photographySerieWellthis,1,,,,,,,,,,,,,
photos,1,,,,,,,,,,,,,
photostorylines,1,,,,,,,,,,,,,
phrase,1,,,,,,,,,,,,,
pi,5,,,,,,,,,,,,,
pia,1,,,,,,,,,,,,,
picked,1,,,,,,,,,,,,,
pickup,1,,,,,,,,,,,,,
picnic,1,,,,,,,,,,,,,
picture,2,,,,,,,,,,,,,
pictures,2,,,,,,,,,,,,,
piece,7,,,,,,,,,,,,,
pierdas,1,,,,,,,,,,,,,
pilsnerProst,1,,,,,,,,,,,,,
pimp,1,,,,,,,,,,,,,
pin,1,,,,,,,,,,,,,
pinball,1,,,,,,,,,,,,,
piracy,1,,,,,,,,,,,,,
pirated,1,,,,,,,,,,,,,
piropazoGoTS,1,,,,,,,,,,,,,
pitanga,1,,,,,,,,,,,,,
pitch,9,,,,,,,,,,,,,
pitched,9,,,,,,,,,,,,,
place,4,,,,,,,,,,,,,
placeUnbowed,1,,,,,,,,,,,,,
plan,1,,,,,,,,,,,,,
planes,1,,,,,,,,,,,,,
plata,1,,,,,,,,,,,,,
plate,7,,,,,,,,,,,,,
platourile,1,,,,,,,,,,,,,
play,33,,,,,,,,,,,,,
player,4,,,,,,,,,,,,,
playing,1,,,,,,,,,,,,,
plays,1,,,,,,,,,,,,,
pleading,1,,,,,,,,,,,,,
please,9,,,,,,,,,,,,,
pleasexx,1,,,,,,,,,,,,,
plenty,1,,,,,,,,,,,,,
pll,1,,,,,,,,,,,,,
plot,1,,,,,,,,,,,,,
plotGame,1,,,,,,,,,,,,,
pls,2,,,,,,,,,,,,,
plsHBO,1,,,,,,,,,,,,,
plsWere,1,,,,,,,,,,,,,
plugin,2,,,,,,,,,,,,,
plz,1,,,,,,,,,,,,,
pm,13,,,,,,,,,,,,,
pmEaster,1,,,,,,,,,,,,,
pmNYC,5,,,,,,,,,,,,,
pmRSVP,1,,,,,,,,,,,,,
pmshow,2,,,,,,,,,,,,,
png,2,,,,,,,,,,,,,
poco,1,,,,,,,,,,,,,
pod,8,,,,,,,,,,,,,
pode,1,,,,,,,,,,,,,
podramos,1,,,,,,,,,,,,,
point,2,,,,,,,,,,,,,
pointgameofthrones,4,,,,,,,,,,,,,
pojedynku,1,,,,,,,,,,,,,
police,6,,,,,,,,,,,,,
political,1,,,,,,,,,,,,,
poll,1,,,,,,,,,,,,,
pompestorylines,1,,,,,,,,,,,,,
ponerte,2,,,,,,,,,,,,,
pontos,1,,,,,,,,,,,,,
poodles,1,,,,,,,,,,,,,
pool,1,,,,,,,,,,,,,
pooos,1,,,,,,,,,,,,,
poor,2,,,,,,,,,,,,,
poorlyGoTSASDFGHJKLwhy,1,,,,,,,,,,,,,
pop,1,,,,,,,,,,,,,
popped,1,,,,,,,,,,,,,
popupshop,1,,,,,,,,,,,,,
popvinyl,1,,,,,,,,,,,,,
por,19,,,,,,,,,,,,,
porIt,1,,,,,,,,,,,,,
porcelainTo,1,,,,,,,,,,,,,
porra,1,,,,,,,,,,,,,
porteGOT,1,,,,,,,,,,,,,
portrait,1,,,,,,,,,,,,,
pose,1,,,,,,,,,,,,,
posing,1,,,,,,,,,,,,,
positionGOT,1,,,,,,,,,,,,,
positionhttpWhat,1,,,,,,,,,,,,,
possible,1,,,,,,,,,,,,,
possibleBeyond,1,,,,,,,,,,,,,
possivelmente,1,,,,,,,,,,,,,
post,4,,,,,,,,,,,,,
posted,1,,,,,,,,,,,,,
poster,2,,,,,,,,,,,,,
pot,2,,,,,,,,,,,,,
potter,1,,,,,,,,,,,,,
pour,7,,,,,,,,,,,,,
pouvoir,16,,,,,,,,,,,,,
power,3,,,,,,,,,,,,,
powered,1,,,,,,,,,,,,,
powers,1,,,,,,,,,,,,,
pra,12,,,,,,,,,,,,,
praised,1,,,,,,,,,,,,,
praises,4,,,,,,,,,,,,,
preciso,2,,,,,,,,,,,,,
predicting,2,,,,,,,,,,,,,
predominantemente,1,,,,,,,,,,,,,
preferite,1,,,,,,,,,,,,,
premiere,8,,,,,,,,,,,,,
premieres,20,,,,,,,,,,,,,
premieresAPRIL,1,,,,,,,,,,,,,
premieresFoireduTrone,1,,,,,,,,,,,,,
premieresFunko,1,,,,,,,,,,,,,
premieresGoTSA,1,,,,,,,,,,,,,
premieresGoTSGameofThrones,1,,,,,,,,,,,,,
premieresGoTSThat,1,,,,,,,,,,,,,
premieresGoTSWHAT,1,,,,,,,,,,,,,
premieresGoTSWestworld,1,,,,,,,,,,,,,
premieresGoTSaaaaaaAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGoTSGREAT,1,,,,,,,,,,,,,
premieresHeres,1,,,,,,,,,,,,,
premieresLike,2,,,,,,,,,,,,,
premieresNathalie,1,,,,,,,,,,,,,
premieresQuem,1,,,,,,,,,,,,,
premieresSono,1,,,,,,,,,,,,,
premieresThe,2,,,,,,,,,,,,,
premieresTopGame,1,,,,,,,,,,,,,
premieresWellthis,2,,,,,,,,,,,,,
premieresYep,1,,,,,,,,,,,,,
premieresdays,1,,,,,,,,,,,,,
premieresperdon,1,,,,,,,,,,,,,
premiering,1,,,,,,,,,,,,,
premiersNumerology,1,,,,,,,,,,,,,
premiiloremmy,1,,,,,,,,,,,,,
preocupado,1,,,,,,,,,,,,,
preorder,5,,,,,,,,,,,,,
preparation,1,,,,,,,,,,,,,
preparing,2,,,,,,,,,,,,,
prepreview,1,,,,,,,,,,,,,
prereleasing,1,,,,,,,,,,,,,
presente,2,,,,,,,,,,,,,
presentear,1,,,,,,,,,,,,,
presents,1,,,,,,,,,,,,,
preshow,1,,,,,,,,,,,,,
pretty,5,,,,,,,,,,,,,
previews,6,,,,,,,,,,,,,
prfrGOT,1,,,,,,,,,,,,,
prfrerais,1,,,,,,,,,,,,,
prfrs,1,,,,,,,,,,,,,
primeira,2,,,,,,,,,,,,,
primroses,1,,,,,,,,,,,,,
prince,2,,,,,,,,,,,,,
princearmoryCANNOT,1,,,,,,,,,,,,,
princesse,1,,,,,,,,,,,,,
principal,2,,,,,,,,,,,,,
principales,2,,,,,,,,,,,,,
principe,1,,,,,,,,,,,,,
priode,8,,,,,,,,,,,,,
prison,1,,,,,,,,,,,,,
prisonbreak,1,,,,,,,,,,,,,
prmio,1,,,,,,,,,,,,,
prmioPRIMER,1,,,,,,,,,,,,,
prmios,1,,,,,,,,,,,,,
prob,1,,,,,,,,,,,,,
probably,3,,,,,,,,,,,,,
problem,1,,,,,,,,,,,,,
produce,2,,,,,,,,,,,,,
producer,1,,,,,,,,,,,,,
productor,2,,,,,,,,,,,,,
products,3,,,,,,,,,,,,,
profesora,1,,,,,,,,,,,,,
profezie,1,,,,,,,,,,,,,
progress,1,,,,,,,,,,,,,
progression,1,,,,,,,,,,,,,
projectThe,1,,,,,,,,,,,,,
prometo,1,,,,,,,,,,,,,
promo,61,,,,,,,,,,,,,
promocional,3,,,,,,,,,,,,,
promocionando,1,,,,,,,,,,,,,
promos,1,,,,,,,,,,,,,
promotingGame,1,,,,,,,,,,,,,
promotionnellesdesaffichent,1,,,,,,,,,,,,,
pronto,1,,,,,,,,,,,,,
proper,1,,,,,,,,,,,,,
properties,1,,,,,,,,,,,,,
prophecy,5,,,,,,,,,,,,,
prophesied,2,,,,,,,,,,,,,
prophesiedGameofthrones,1,,,,,,,,,,,,,
proposed,1,,,,,,,,,,,,,
protagonista,3,,,,,,,,,,,,,
protagonistas,2,,,,,,,,,,,,,
protagonisti,1,,,,,,,,,,,,,
proximos,1,,,,,,,,,,,,,
prts,1,,,,,,,,,,,,,
prximo,1,,,,,,,,,,,,,
ps,1,,,,,,,,,,,,,
psHappy,1,,,,,,,,,,,,,
psyched,1,,,,,,,,,,,,,
ptdrrrrrr,1,,,,,,,,,,,,,
puan,1,,,,,,,,,,,,,
pub,1,,,,,,,,,,,,,
public,1,,,,,,,,,,,,,
publica,2,,,,,,,,,,,,,
publique,1,,,,,,,,,,,,,
publish,2,,,,,,,,,,,,,
publishersbroadcasters,1,,,,,,,,,,,,,
publishing,1,,,,,,,,,,,,,
publiziertgameofthrones,1,,,,,,,,,,,,,
puede,7,,,,,,,,,,,,,
puedes,1,,,,,,,,,,,,,
puedo,3,,,,,,,,,,,,,
puertorico,3,,,,,,,,,,,,,
pull,2,,,,,,,,,,,,,
pulled,1,,,,,,,,,,,,,
pumped,2,,,,,,,,,,,,,
pure,1,,,,,,,,,,,,,
purple,1,,,,,,,,,,,,,
pussy,1,,,,,,,,,,,,,
put,2,,,,,,,,,,,,,
puto,1,,,,,,,,,,,,,
putonDRACARYSJoin,1,,,,,,,,,,,,,
puzzletime,1,,,,,,,,,,,,,
q,2,,,,,,,,,,,,,
qu,3,,,,,,,,,,,,,
quando,4,,,,,,,,,,,,,
que,69,,,,,,,,,,,,,
quedar,1,,,,,,,,,,,,,
queen,2,,,,,,,,,,,,,
queenofdragonsDhabitude,1,,,,,,,,,,,,,
queenoftheandalsHelloits,1,,,,,,,,,,,,,
quem,3,,,,,,,,,,,,,
quer,2,,,,,,,,,,,,,
queri,1,,,,,,,,,,,,,
querrs,3,,,,,,,,,,,,,
querrubi,1,,,,,,,,,,,,,
ques,1,,,,,,,,,,,,,
question,3,,,,,,,,,,,,,
questions,2,,,,,,,,,,,,,
questo,1,,,,,,,,,,,,,
qui,1,,,,,,,,,,,,,
quick,1,,,,,,,,,,,,,
quienes,1,,,,,,,,,,,,,
quieree,1,,,,,,,,,,,,,
quiero,2,,,,,,,,,,,,,
quitand,2,,,,,,,,,,,,,
quiz,2,,,,,,,,,,,,,
quizOk,1,,,,,,,,,,,,,
quizzes,2,,,,,,,,,,,,,
quoi,2,,,,,,,,,,,,,
quon,2,,,,,,,,,,,,,
quotGameofThrones,1,,,,,,,,,,,,,
quote,1,,,,,,,,,,,,,
quoteTheres,1,,,,,,,,,,,,,
quotes,1,,,,,,,,,,,,,
r,1,,,,,,,,,,,,,
ra,3,,,,,,,,,,,,,
raffle,1,,,,,,,,,,,,,
rah,1,,,,,,,,,,,,,
rainWatch,1,,,,,,,,,,,,,
raining,1,,,,,,,,,,,,,
rains,1,,,,,,,,,,,,,
ramblings,6,,,,,,,,,,,,,
ramseyboltan,1,,,,,,,,,,,,,
random,2,,,,,,,,,,,,,
range,1,,,,,,,,,,,,,
rangesummeriscomingh,1,,,,,,,,,,,,,
ranking,3,,,,,,,,,,,,,
rap,1,,,,,,,,,,,,,
rapGameofThronesIts,1,,,,,,,,,,,,,
rappresentante,5,,,,,,,,,,,,,
raps,1,,,,,,,,,,,,,
rare,3,,,,,,,,,,,,,
rarefied,2,,,,,,,,,,,,,
rarode,1,,,,,,,,,,,,,
rasped,1,,,,,,,,,,,,,
rated,1,,,,,,,,,,,,,
rather,2,,,,,,,,,,,,,
raven,3,,,,,,,,,,,,,
ravenSend,1,,,,,,,,,,,,,
ravenThe,1,,,,,,,,,,,,,
ravenVote,312,,,,,,,,,,,,,
ravens,5,,,,,,,,,,,,,
razym,1,,,,,,,,,,,,,
razzle,1,,,,,,,,,,,,,
razzmatazz,1,,,,,,,,,,,,,
rd,1,,,,,,,,,,,,,
re,1,,,,,,,,,,,,,
reach,3,,,,,,,,,,,,,
reaches,2,,,,,,,,,,,,,
reactions,4,,,,,,,,,,,,,
reacts,2,,,,,,,,,,,,,
read,20,,,,,,,,,,,,,
reader,1,,,,,,,,,,,,,
reading,7,,,,,,,,,,,,,
readingLady,1,,,,,,,,,,,,,
readingMark,1,,,,,,,,,,,,,
readingYes,1,,,,,,,,,,,,,
readof,1,,,,,,,,,,,,,
ready,10,,,,,,,,,,,,,
real,6,,,,,,,,,,,,,
reality,1,,,,,,,,,,,,,
realization,1,,,,,,,,,,,,,
realize,6,,,,,,,,,,,,,
reallife,1,,,,,,,,,,,,,
really,10,,,,,,,,,,,,,
realm,2,,,,,,,,,,,,,
realmGameofThronesSay,1,,,,,,,,,,,,,
realmsbut,1,,,,,,,,,,,,,
reals,2,,,,,,,,,,,,,
realsGOTWellthis,1,,,,,,,,,,,,,
reason,1,,,,,,,,,,,,,
reasonsGame,1,,,,,,,,,,,,,
rebingebefore,1,,,,,,,,,,,,,
received,1,,,,,,,,,,,,,
recent,2,,,,,,,,,,,,,
reckon,1,,,,,,,,,,,,,
reclutar,4,,,,,,,,,,,,,
recognize,1,,,,,,,,,,,,,
recomiendan,1,,,,,,,,,,,,,
recomiendansiendo,1,,,,,,,,,,,,,
recorded,1,,,,,,,,,,,,,
red,21,,,,,,,,,,,,,
redemption,1,,,,,,,,,,,,,
rediffuser,1,,,,,,,,,,,,,
reference,4,,,,,,,,,,,,,
referred,2,,,,,,,,,,,,,
refresh,1,,,,,,,,,,,,,
refuse,7,,,,,,,,,,,,,
regained,1,,,,,,,,,,,,,
regele,1,,,,,,,,,,,,,
registaquasi,1,,,,,,,,,,,,,
regreso,6,,,,,,,,,,,,,
reina,4,,,,,,,,,,,,,
reincarnated,1,,,,,,,,,,,,,
reincarnatedGOT,1,,,,,,,,,,,,,
reincarnatedOivamo,1,,,,,,,,,,,,,
relate,3,,,,,,,,,,,,,
related,3,,,,,,,,,,,,,
relation,2,,,,,,,,,,,,,
relationships,5,,,,,,,,,,,,,
release,5,,,,,,,,,,,,,
released,33,,,,,,,,,,,,,
releasedSeason,1,,,,,,,,,,,,,
releasing,1,,,,,,,,,,,,,
releer,1,,,,,,,,,,,,,
remarkable,1,,,,,,,,,,,,,
remember,9,,,,,,,,,,,,,
remembergameofthrones,1,,,,,,,,,,,,,
remembers,4,,,,,,,,,,,,,
reminds,3,,,,,,,,,,,,,
removalStyle,1,,,,,,,,,,,,,
rendir,1,,,,,,,,,,,,,
renlysays,1,,,,,,,,,,,,,
reparto,1,,,,,,,,,,,,,
replace,1,,,,,,,,,,,,,
replica,1,,,,,,,,,,,,,
reported,1,,,,,,,,,,,,,
reporter,1,,,,,,,,,,,,,
representing,1,,,,,,,,,,,,,
repudian,2,,,,,,,,,,,,,
requires,2,,,,,,,,,,,,,
reruns,1,,,,,,,,,,,,,
rescues,1,,,,,,,,,,,,,
resembles,1,,,,,,,,,,,,,
reserved,4,,,,,,,,,,,,,
resident,1,,,,,,,,,,,,,
resist,4,,,,,,,,,,,,,
resistI,1,,,,,,,,,,,,,
resolved,118,,,,,,,,,,,,,
respectivelyWhere,1,,,,,,,,,,,,,
responds,5,,,,,,,,,,,,,
responsabilitats,2,,,,,,,,,,,,,
responsvel,2,,,,,,,,,,,,,
respuestaLord,1,,,,,,,,,,,,,
respuestaSardegna,1,,,,,,,,,,,,,
rest,2,,,,,,,,,,,,,
resume,2,,,,,,,,,,,,,
resurreccin,1,,,,,,,,,,,,,
retorno,2,,,,,,,,,,,,,
retour,4,,,,,,,,,,,,,
retrasos,1,,,,,,,,,,,,,
return,3,,,,,,,,,,,,,
returning,4,,,,,,,,,,,,,
retweet,14,,,,,,,,,,,,,
reunion,3,,,,,,,,,,,,,
reveal,2,,,,,,,,,,,,,
revealed,1,,,,,,,,,,,,,
reveals,2,,,,,,,,,,,,,
rever,1,,,,,,,,,,,,,
review,2,,,,,,,,,,,,,
reward,1,,,,,,,,,,,,,
rewatch,3,,,,,,,,,,,,,
rewatches,1,,,,,,,,,,,,,
rewatching,2,,,,,,,,,,,,,
rewatchingthe,1,,,,,,,,,,,,,
rewrites,1,,,,,,,,,,,,,
rewrote,1,,,,,,,,,,,,,
rey,1,,,,,,,,,,,,,
rgamGameofThrones,1,,,,,,,,,,,,,
rgamToo,1,,,,,,,,,,,,,
rgameofGoTSGeorge,1,,,,,,,,,,,,,
rgameoftGoTSSend,1,,,,,,,,,,,,,
rgameofthrGame,1,,,,,,,,,,,,,
rgameofthrNO,1,,,,,,,,,,,,,
rgameofthrTea,1,,,,,,,,,,,,,
rgameofthrones,5,,,,,,,,,,,,,
rgameofthronesA,1,,,,,,,,,,,,,
rgameofthronesEVERYTHING,1,,,,,,,,,,,,,
rgameofthronesFan,1,,,,,,,,,,,,,
rgameofthronesGameofThrones,1,,,,,,,,,,,,,
rgameofthronesGoTSFunko,1,,,,,,,,,,,,,
rgameofthronesI,2,,,,,,,,,,,,,
rgameofthronesMAIN,2,,,,,,,,,,,,,
rgameofthronesMahershala,1,,,,,,,,,,,,,
rgameofthronesNO,1,,,,,,,,,,,,,
rgameofthronesNo,1,,,,,,,,,,,,,
rgameofthronesRandyll,1,,,,,,,,,,,,,
rgameofthronesTheWhitePrincess,1,,,,,,,,,,,,,
rgameofthronesToo,1,,,,,,,,,,,,,
rgameofthronesWellthis,1,,,,,,,,,,,,,
rgameofthronesWow,1,,,,,,,,,,,,,
rgameofthronesgameofthronesBronn,1,,,,,,,,,,,,,
rgameofthronesgameofthronesEVERYTHING,1,,,,,,,,,,,,,
rgameofthronesgameofthronesGame,1,,,,,,,,,,,,,
rgameofthronesgameofthronesHouse,1,,,,,,,,,,,,,
rgameofthronesgameofthronesICYMI,1,,,,,,,,,,,,,
rgameofthronesgameofthronesNO,1,,,,,,,,,,,,,
rgameofthronesgameofthronesNationalDoctorsDay,1,,,,,,,,,,,,,
rgameofthronesgameofthronesTopGame,1,,,,,,,,,,,,,
rgameoftwhens,1,,,,,,,,,,,,,
rhaegartargaryen,1,,,,,,,,,,,,,
rickandmorty,1,,,,,,,,,,,,,
rides,2,,,,,,,,,,,,,
right,6,,,,,,,,,,,,,
rightCeramic,1,,,,,,,,,,,,,
rightDaenerys,1,,,,,,,,,,,,,
rightGameOfThrones,2,,,,,,,,,,,,,
rightGameOfThronesAll,1,,,,,,,,,,,,,
rightGameOfThronesBeklenen,1,,,,,,,,,,,,,
ringblingHappy,1,,,,,,,,,,,,,
rings,25,,,,,,,,,,,,,
ripasso,1,,,,,,,,,,,,,
ripped,1,,,,,,,,,,,,,
rises,1,,,,,,,,,,,,,
risestorylines,1,,,,,,,,,,,,,
risingOsha,1,,,,,,,,,,,,,
ritmo,1,,,,,,,,,,,,,
rivalry,2,,,,,,,,,,,,,
rivals,1,,,,,,,,,,,,,
rivedo,1,,,,,,,,,,,,,
riverOasis,1,,,,,,,,,,,,,
rnGameofThrones,1,,,,,,,,,,,,,
roads,1,,,,,,,,,,,,,
roadtripCeramic,1,,,,,,,,,,,,,
rock,1,,,,,,,,,,,,,
role,52,,,,,,,,,,,,,
roleGameofThrones,1,,,,,,,,,,,,,
roleperfectly,1,,,,,,,,,,,,,
roll,1,,,,,,,,,,,,,
roman,1,,,,,,,,,,,,,
romance,3,,,,,,,,,,,,,
romcom,1,,,,,,,,,,,,,
rome,1,,,,,,,,,,,,,
room,2,,,,,,,,,,,,,
root,1,,,,,,,,,,,,,
ror,1,,,,,,,,,,,,,
roseleslie,1,,,,,,,,,,,,,
round,3,,,,,,,,,,,,,
roupa,1,,,,,,,,,,,,,
rowingICYMI,1,,,,,,,,,,,,,
rozada,5,,,,,,,,,,,,,
rrmartin,2,,,,,,,,,,,,,
rrmartinMini,1,,,,,,,,,,,,,
rte,1,,,,,,,,,,,,,
rubi,1,,,,,,,,,,,,,
rule,1,,,,,,,,,,,,,
ruler,1,,,,,,,,,,,,,
ruling,2,,,,,,,,,,,,,
rumbo,1,,,,,,,,,,,,,
rumham,1,,,,,,,,,,,,,
rumhamHow,1,,,,,,,,,,,,,
rumours,1,,,,,,,,,,,,,
run,1,,,,,,,,,,,,,
runners,2,,,,,,,,,,,,,
ruolo,6,,,,,,,,,,,,,
ryan,1,,,,,,,,,,,,,
s,16,,,,,,,,,,,,,
sTheWhitePrincess,1,,,,,,,,,,,,,
sabem,2,,,,,,,,,,,,,
saber,2,,,,,,,,,,,,,
sables,1,,,,,,,,,,,,,
sad,2,,,,,,,,,,,,,
sadness,4,,,,,,,,,,,,,
safe,1,,,,,,,,,,,,,
safety,2,,,,,,,,,,,,,
sages,1,,,,,,,,,,,,,
said,12,,,,,,,,,,,,,
saidHold,1,,,,,,,,,,,,,
sais,1,,,,,,,,,,,,,
saison,9,,,,,,,,,,,,,
saisonGameofThrones,4,,,,,,,,,,,,,
saisonde,2,,,,,,,,,,,,,
saisondeI,1,,,,,,,,,,,,,
saisonse,1,,,,,,,,,,,,,
sake,1,,,,,,,,,,,,,
sal,1,,,,,,,,,,,,,
sala,1,,,,,,,,,,,,,
sale,1,,,,,,,,,,,,,
salga,2,,,,,,,,,,,,,
salir,4,,,,,,,,,,,,,
same,5,,,,,,,,,,,,,
samsungWellthis,1,,,,,,,,,,,,,
sanaa,1,,,,,,,,,,,,,
sand,1,,,,,,,,,,,,,
sansastark,2,,,,,,,,,,,,,
saquen,1,,,,,,,,,,,,,
sat,1,,,,,,,,,,,,,
satanic,1,,,,,,,,,,,,,
save,1,,,,,,,,,,,,,
saw,1,,,,,,,,,,,,,
say,13,,,,,,,,,,,,,
sayBring,1,,,,,,,,,,,,,
sayMark,1,,,,,,,,,,,,,
saying,2,,,,,,,,,,,,,
says,9,,,,,,,,,,,,,
scandal,1,,,,,,,,,,,,,
scared,1,,,,,,,,,,,,,
scars,1,,,,,,,,,,,,,
scarySi,1,,,,,,,,,,,,,
scene,8,,,,,,,,,,,,,
scenes,2,,,,,,,,,,,,,
schedulefixed,1,,,,,,,,,,,,,
schleifen,1,,,,,,,,,,,,,
schockt,1,,,,,,,,,,,,,
scifi,1,,,,,,,,,,,,,
scoreWar,1,,,,,,,,,,,,,
screamsroarsthe,1,,,,,,,,,,,,,
screencaps,1,,,,,,,,,,,,,
scribble,1,,,,,,,,,,,,,
scrivere,1,,,,,,,,,,,,,
scroll,2,,,,,,,,,,,,,
sdccGoTSGameofThrones,1,,,,,,,,,,,,,
se,78,,,,,,,,,,,,,
sea,4,,,,,,,,,,,,,
season,34,,,,,,,,,,,,,
seasonAccording,1,,,,,,,,,,,,,
seasonAm,1,,,,,,,,,,,,,
seasonAvectoutes,1,,,,,,,,,,,,,
seasonBy,1,,,,,,,,,,,,,
seasonCase,1,,,,,,,,,,,,,
seasonClues,1,,,,,,,,,,,,,
seasonEd,1,,,,,,,,,,,,,
seasonEnd,1,,,,,,,,,,,,,
seasonFunko,1,,,,,,,,,,,,,
seasonGame,1,,,,,,,,,,,,,
seasonGameOfThrones,2,,,,,,,,,,,,,
seasonGameOfThronesGoTSTheres,1,,,,,,,,,,,,,
seasonGameOfThronesIs,1,,,,,,,,,,,,,
seasonGameofThronesImpressed,1,,,,,,,,,,,,,
seasonGoTSAlfie,1,,,,,,,,,,,,,
seasonGoTSughhhhghghhh,1,,,,,,,,,,,,,
seasonGoTgtBaahubali,1,,,,,,,,,,,,,
seasonHappy,1,,,,,,,,,,,,,
seasonHouse,1,,,,,,,,,,,,,
seasonI,1,,,,,,,,,,,,,
seasonIs,1,,,,,,,,,,,,,
seasonIts,1,,,,,,,,,,,,,
seasonMissandeis,2,,,,,,,,,,,,,
seasonMoon,1,,,,,,,,,,,,,
seasonNEW,1,,,,,,,,,,,,,
seasonNew,1,,,,,,,,,,,,,
seasonOlly,1,,,,,,,,,,,,,
seasonPutin,1,,,,,,,,,,,,,
seasonReminiscingpassing,1,,,,,,,,,,,,,
seasonRiverdaleNo,1,,,,,,,,,,,,,
seasonSansaStark,1,,,,,,,,,,,,,
seasonSend,4,,,,,,,,,,,,,
seasonThank,1,,,,,,,,,,,,,
seasonThe,1,,,,,,,,,,,,,
seasonVALYRIAN,1,,,,,,,,,,,,,
seasonWatch,1,,,,,,,,,,,,,
seasonWe,1,,,,,,,,,,,,,
seasonWellthis,2,,,,,,,,,,,,,
seasonWinter,1,,,,,,,,,,,,,
seasonal,1,,,,,,,,,,,,,
seasonand,3,,,,,,,,,,,,,
seasonandCant,1,,,,,,,,,,,,,
seasoncould,8,,,,,,,,,,,,,
seasondragoon,1,,,,,,,,,,,,,
seasonepisodeGameofThrones,1,,,,,,,,,,,,,
seasongarbGameOfThrones,1,,,,,,,,,,,,,
seasonis,2,,,,,,,,,,,,,
seasonnowCada,1,,,,,,,,,,,,,
seasonof,44,,,,,,,,,,,,,
seasonofAt,1,,,,,,,,,,,,,
seasonofAyerKit,1,,,,,,,,,,,,,
seasonofBought,1,,,,,,,,,,,,,
seasonofCelebs,1,,,,,,,,,,,,,
seasonofCountdownMonthMonthsMonthsGameOfThrones,1,,,,,,,,,,,,,
seasonofEmilia,1,,,,,,,,,,,,,
seasonofGOT,1,,,,,,,,,,,,,
seasonofGame,2,,,,,,,,,,,,,
seasonofGameOfThrones,6,,,,,,,,,,,,,
seasonofGameofThrones,1,,,,,,,,,,,,,
seasonofGameofthronesGame,1,,,,,,,,,,,,,
seasonofGoTSLiterally,1,,,,,,,,,,,,,
seasonofHandmade,1,,,,,,,,,,,,,
seasonofHeres,2,,,,,,,,,,,,,
seasonofI,1,,,,,,,,,,,,,
seasonofIf,1,,,,,,,,,,,,,
seasonofIm,2,,,,,,,,,,,,,
seasonofIts,1,,,,,,,,,,,,,
seasonofJon,1,,,,,,,,,,,,,
seasonofLannister,1,,,,,,,,,,,,,
seasonofLike,3,,,,,,,,,,,,,
